20,56
28,303
18,833
31,128
68,029
26,367
23,581
21,217
26,344
22,141
29,32
19,934
33,343
36,416
33,949
28,147
50,822
68,886
35,168
34,233
23,145
30,228
29,471
50,064
43,14
33,569
42,52
41,935
51,506
35,911
30,652
19,857
27,094
23,959
21,23
21,407
22,635
50,339
25,024
40,619
22,826
25,549
18,537
13,828
16,738
14,16
86,813
25,197
34,884
21,62
39,334
29,945
33,246
36,326
64,597
41,418
